SampleID,cluster,bodymass,host_scientific_name,digestive_habitat_type,diet,surrounding_habitat,country,host_order,host_kingdom,host_phylum,host_class,host_family,host_genus,country,elevation_m,additional_microbial_habitat_info,lifestage,captive_wild,sampling_month,trophic_diet,preservation_method,extraction_method,biogeo_realm,PD_whole_tree,chao1,shannon,simpson,observed_otus,host_phylogeny_nDMSproxy,FID,latitiude,longitude,Site_ID,Bio1_2_5min,Bio2_2_5min,Bio3_2_5min,Bio4_2_5min,Bio5_2_5min,Bio6_2_5min,Bio7_2_5min,Bio8_2_5min,Bio9_2_5min,Bio10_2_5min,Bio11_2_5min,Bio12_2_5min,Bio13_2_5min,Bio14_2_5min,Bio15_2_5min,Bio16_2_5min,Bio17_2_5min,Bio18_2_5min,Bio19_2_5min,Vegetation_density,terrain_complexity,NDVI_Modis_1_mar.2018,Immune_Complexity_Ordinal,Immune_Complexity_Binary
ERR1101979,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,37.29067,278.0285714,6.007390037,0.953788,190,-0.278,6080,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
ERR1101965,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,40.29786,381.0434783,6.442346745,0.97444,203,-0.278,6066,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
ERR1101813,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,38.41687,264.7,6.24174358,0.964304,199,-0.278,6040,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
ERR1101808,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,30.7845,137.3076923,5.046306794,0.913446,117,-0.278,6035,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
ERR1101826,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,39.32317,257.2,6.686036621,0.9832,184,-0.278,6053,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
1774.60.Inte.Puer,1,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,adult,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,18.76226,67.14285714,3.781979471,0.85437,50,-0.278,5503,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.220.Inte.Puer,1,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,juvenile_pupae,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,15.29445,35.5,3.621819123,0.870938,33,-0.278,5248,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.5.Inte.Puer,1,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,adult,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,23.45344,92.125,4.840890904,0.942028,79,-0.278,5470,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
550.L1S223.s.1.sequence,1,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,february,2,direct_freeze,DNeasy Powersoil,nearctic,19.18367,74,4.29753645,0.89786,66,-0.278,2245,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
722.M11Fcsw.1.s.1.1.sequence,1,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,nearctic,22.97521,100.5,3.889047042,0.87794,69,-0.278,3105,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
550.L1S202.s.1.sequence,1,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,january,2,direct_freeze,DNeasy Powersoil,nearctic,23.39657,123.0909091,4.557163652,0.919498,78,-0.278,2223,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
1774.67Fecal24.10.09,1,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,22.62857,89.76923077,5.04512171,0.94752,78,-0.278,6859,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.41Fecal23.10.09,1,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,21.47437,97,4.357386558,0.889182,67,-0.278,6819,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.21Fecal22.10.09,1,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,29.8695,176.6470588,5.278575935,0.93758,121,-0.278,6788,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.1Fecal22.10.09,1,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,20.38935,73.09090909,4.44619445,0.904332,66,-0.278,6784,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
963.Iguana.54.062110.HPT.vial.260,1,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,30,feces,adult,wild,june,1,direct_freeze,DNeasy Powersoil,neotropic,39.55799,269.24,5.53153038,0.939372,167,-0.272,6513,9.14,-79.829,44,26.52764637,6.213605897,74.33301843,68.83731927,30.95493327,22.59609384,8.358839424,25.91970884,26.68812475,27.49899615,25.81101786,2436.45408,361.42304,19.64544,60.67783888,942.13504,96.47008,413.18944,850.44032,NA,714.7650146,234,7,Adaptive
963.Iguana.159.052511.SUR.vial.793,1,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,40,feces,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,23.17515,88.36363636,4.499824435,0.889566,76,-0.272,6574,9.187,-79.843,47,26.50664604,6.071486875,74.11526824,67.18494843,30.79708226,22.60500143,8.192080831,25.95232247,26.63104307,27.45414744,25.80579946,2466.601472,363.169792,18.285568,62.19229933,950.847808,93.405184,434.774912,850.477824,NA,95.1110992,234,7,Adaptive
963.Iguana.A4.2.061211.BOH.vial.980,1,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,59,feces,adult,wild,june,1,direct_freeze,DNeasy Powersoil,neotropic,43.39787,330.8333333,6.464789899,0.976626,212,-0.272,6592,9.192,-79.851,48,26.49738052,6.046841034,74.19236476,66.36364734,30.76610205,22.61570167,8.150400384,25.96380995,26.61520032,27.43485238,25.80616589,2454.952064,363.315904,17.852416,62.8782217,951.311296,92.291008,435.393344,835.802688,NA,95.1110992,234,7,Adaptive
963.Iguana.164.052711.GAM.vial.763,1,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,39,feces,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,39.46862,269.7,5.237062232,0.920288,167,-0.272,6507,9.12,-79.702,44,26.33428666,6.574925024,75.53591245,68.89357035,30.91498821,22.21093698,8.704051223,25.71541479,26.48120259,27.30159179,25.61069698,2380.38592,338.87808,19.98816,62.13402068,945.12832,87.42816,404.84288,811.12448,0,872.4439697,234,7,Adaptive
940.CARP.10.Fecal,1,medium,cyprinus carpio,fecal,omnivore,freshwater,usa,cypriniformes,animalia,chordata,teleostei,cyprinidae,cyprinus,usa,1427,feces,adult,wild,october,2,direct_freeze,DNeasy Powersoil,palearctic,19.22396,92.14285714,3.596012228,0.85357,56,-0.252,3275,39.1,-108.36,83,11.27513336,14.90689066,35.37627504,971.0435925,31.50428725,-10.62848011,42.13276736,18.14221874,-0.567194701,23.47546663,-0.567194701,268.504,30.536,15.08,22.29078633,85,48.84,65.464,48.84,0,21496.80078,87,5,Adaptive
1056.Myr.tri.Seat.9.04I04,2,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,20.79181,99.27272727,4.19102509,0.870028,72,-0.278,7665,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Myr.tri.Seat.4.03H10,2,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,17.43816,97.6,3.162416657,0.79451,47,-0.278,7660,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
ERR2116994,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,january,2,other,DNeasy Powersoil,afrotropic,37.05311,189.037037,6.39145702,0.98149,154,-0.278,5047,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2117009,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,february,2,other,DNeasy Powersoil,afrotropic,38.26446,190.5588235,6.282162915,0.97641,164,-0.278,5058,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2116949,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,october,2,other,DNeasy Powersoil,afrotropic,27.49467,143,5.291742971,0.952312,108,-0.278,5009,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2116909,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,february,2,other,DNeasy Powersoil,afrotropic,30.96634,163.047619,5.658541208,0.964152,124,-0.278,4973,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2116914,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,february,2,other,DNeasy Powersoil,afrotropic,32.4333,156.4545455,5.360164882,0.937608,121,-0.278,4978,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2116965,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,november,2,other,DNeasy Powersoil,afrotropic,27.7961,126.4736842,5.281200671,0.955258,102,-0.278,5023,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2117010,2,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,february,2,other,DNeasy Powersoil,afrotropic,33.77188,169.0526316,5.873386467,0.97101,128,-0.278,5059,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR1101810,2,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,34.9152,183,6.005157496,0.973154,140,-0.278,6037,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
ERR1101972,2,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,34.6019,199.8333333,6.218897716,0.975682,159,-0.278,6073,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
1774.462.Inte.Puer,2,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,juvenile_pupae,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,16.32367,46.33333333,3.597708321,0.851048,37,-0.278,5435,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.L543.Inte.Puer,2,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,infant,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,22.19423,88.25,3.978079096,0.888232,62,-0.278,5540,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.302.Inte.Puer,2,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,adult,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,24.26111,105.3,4.731595163,0.920684,80,-0.278,5313,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.44.Inte.Puer,2,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,juvenile_pupae,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,18.69545,62.2,2.690740752,0.757962,35,-0.278,5414,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
550.L2S77.s.2.sequence,2,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,november,2,direct_freeze,DNeasy Powersoil,nearctic,24.01748,112.2,4.89907966,0.940706,87,-0.278,2555,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
550.L1S92.s.1.sequence,2,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,march,2,direct_freeze,DNeasy Powersoil,nearctic,20.35282,88.66666667,3.656257331,0.835802,63,-0.278,2476,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
550.L2S53.s.2.sequence,2,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,october,2,direct_freeze,DNeasy Powersoil,nearctic,23.61515,117.0769231,4.516152756,0.898098,88,-0.278,2529,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
550.L1S370.s.1.sequence,2,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,july,2,direct_freeze,DNeasy Powersoil,nearctic,28.04931,145.1,4.524498718,0.891898,89,-0.278,2404,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
550.L1S47.s.1.sequence,2,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,nearctic,19.8162,77.4375,3.523671507,0.80697,63,-0.278,2426,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
550.L1S124.s.1.sequence,2,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,nearctic,20.00665,82.09090909,3.72545557,0.83088,63,-0.278,2137,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
1774.24Fecal22.10.09,2,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,40.05963,300.5714286,5.89339371,0.96787,152,-0.278,6792,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.46Fecal23.10.09,2,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,31.0869,129.0714286,4.37828912,0.897766,89,-0.278,6827,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.66Fecal24.10.09,2,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,31.74182,191.0588235,4.573397372,0.886836,110,-0.278,6857,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
963.Iguana.225.061011.SUR.vial.959,2,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,40,feces,adult,wild,june,1,direct_freeze,DNeasy Powersoil,neotropic,31.04351,149,4.785189742,0.897764,108,-0.272,6579,9.187,-79.843,47,26.50664604,6.071486875,74.11526824,67.18494843,30.79708226,22.60500143,8.192080831,25.95232247,26.63104307,27.45414744,25.80579946,2466.601472,363.169792,18.285568,62.19229933,950.847808,93.405184,434.774912,850.477824,NA,95.1110992,234,7,Adaptive
963.Iguana.78.051611.LAB.vial.661,2,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,55,feces,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,31.50892,179.1176471,5.467894203,0.952906,126,-0.272,6560,9.166,-79.837,46,26.5366147,6.097115291,74.01036456,68.20131329,30.87162601,22.63342994,8.23819607,25.96091374,26.68006795,27.49790985,25.8276115,2482.186496,363.590336,17.872,61.6846757,946.66016,98.450368,447.357632,854.9008,100,70.9135971,234,7,Adaptive
963.Iguana.26.052910.BCO.vial.128,2,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,57,feces,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,25.11953,107,3.139191186,0.689306,76,-0.272,6523,9.162,-79.829,45,26.5272626,6.140230809,74.09269166,68.57155386,30.88968071,22.60280214,8.286878574,25.92798783,26.67289014,27.49274447,25.81265987,2476.016064,361.245632,18.116352,61.36874482,950.405632,97.065664,433.413952,865.389056,100,714.7650146,234,7,Adaptive
940.CARP.25.Fecal,2,medium,cyprinus carpio,fecal,omnivore,freshwater,usa,cypriniformes,animalia,chordata,teleostei,cyprinidae,cyprinus,usa,1427,feces,adult,wild,october,2,direct_freeze,DNeasy Powersoil,palearctic,20.43433,78.86666667,3.007232487,0.688298,62,-0.252,3276,39.1,-108.36,83,11.27513336,14.90689066,35.37627504,971.0435925,31.50428725,-10.62848011,42.13276736,18.14221874,-0.567194701,23.47546663,-0.567194701,268.504,30.536,15.08,22.29078633,85,48.84,65.464,48.84,0,21496.80078,87,5,Adaptive
940.CARP.28.Fecal,2,medium,cyprinus carpio,fecal,omnivore,freshwater,usa,cypriniformes,animalia,chordata,teleostei,cyprinidae,cyprinus,usa,1427,feces,adult,wild,october,2,direct_freeze,DNeasy Powersoil,palearctic,17.51529,81.66666667,3.082153817,0.738334,60,-0.252,3277,39.1,-108.36,83,11.27513336,14.90689066,35.37627504,971.0435925,31.50428725,-10.62848011,42.13276736,18.14221874,-0.567194701,23.47546663,-0.567194701,268.504,30.536,15.08,22.29078633,85,48.84,65.464,48.84,0,21496.80078,87,5,Adaptive
